,DSSTox_CID,DSSTox_Generic_SID,DSSTox_RID,LOG_ER_RBA,STRUCTURE_MolecularWeight
http://dl-learner.org/nctrer/191/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/191/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/191/atom21,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/191/atom22,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/191/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/191/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/191/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/191/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/191/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/191/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/191/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom21,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom22,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom23,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom24,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom25,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/192/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom21,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom22,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom23,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom24,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom25,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom26,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/193/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/194/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/195/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom21,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom22,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/196/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom21,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom22,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/197/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom21,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom22,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/198/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom20,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/199/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/2/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/20/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/200/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom17,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom18,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom19,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/201/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/202/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/203/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/203/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/203/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/203/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/203/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/203/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/203/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/203/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/203/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/204/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/205/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/205/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/205/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/205/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/205/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/205/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/205/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/205/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/205/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/206/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom12,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom13,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom14,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom15,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom16,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom2,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom3,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom4,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom5,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom6,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom7,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom8,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/207/atom9,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/208/atom1,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/208/atom10,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/208/atom11,0.0,0.0,0.0,0.0,0.0
http://dl-learner.org/nctrer/208/atom12,0.0,0.0,0.0,0.0,0.0
