,label,act,logp,lumo,charge
http://dl-learner.org/mutagenesis#d33_22,2.0,,,,0.802
http://dl-learner.org/mutagenesis#d33_23,2.0,,,,-0.398
http://dl-learner.org/mutagenesis#d33_24,2.0,,,,-0.397
http://dl-learner.org/mutagenesis#d33_25,2.0,,,,-0.398
http://dl-learner.org/mutagenesis#d33_26,2.0,,,,0.602
http://dl-learner.org/mutagenesis#d33_27,2.0,,,,1.002
http://dl-learner.org/mutagenesis#d33_28,2.0,,,,-0.297
http://dl-learner.org/mutagenesis#d33_29,2.0,,,,-0.297
http://dl-learner.org/mutagenesis#d33_3,2.0,,,,-0.127
http://dl-learner.org/mutagenesis#d33_30,2.0,,,,-0.297
http://dl-learner.org/mutagenesis#d33_31,2.0,,,,0.253
http://dl-learner.org/mutagenesis#d33_32,2.0,,,,-0.548
http://dl-learner.org/mutagenesis#d33_4,2.0,,,,0.003
http://dl-learner.org/mutagenesis#d33_5,2.0,,,,-0.127
http://dl-learner.org/mutagenesis#d33_6,2.0,,,,-0.127
http://dl-learner.org/mutagenesis#d33_7,2.0,,,,0.133
http://dl-learner.org/mutagenesis#d33_8,2.0,,,,0.133
http://dl-learner.org/mutagenesis#d33_9,2.0,,,,0.133
http://dl-learner.org/mutagenesis#d34_1,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d34_10,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d34_11,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d34_12,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d34_13,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d34_14,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d34_15,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d34_16,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d34_17,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d34_18,2.0,,,,0.806
http://dl-learner.org/mutagenesis#d34_19,2.0,,,,-0.395
http://dl-learner.org/mutagenesis#d34_2,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d34_20,2.0,,,,-0.395
http://dl-learner.org/mutagenesis#d34_3,2.0,,,,0.006
http://dl-learner.org/mutagenesis#d34_4,2.0,,,,0.006
http://dl-learner.org/mutagenesis#d34_5,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d34_6,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d34_7,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d34_8,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d34_9,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d35_1,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d35_10,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d35_11,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d35_12,2.0,,,,0.208
http://dl-learner.org/mutagenesis#d35_13,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d35_14,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d35_15,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d35_16,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d35_17,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d35_18,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d35_19,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d35_2,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d35_20,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d35_21,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d35_22,2.0,,,,0.807
http://dl-learner.org/mutagenesis#d35_23,2.0,,,,-0.773
http://dl-learner.org/mutagenesis#d35_24,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d35_25,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d35_26,2.0,,,,0.337
http://dl-learner.org/mutagenesis#d35_27,2.0,,,,0.337
http://dl-learner.org/mutagenesis#d35_3,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d35_4,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d35_5,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d35_6,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d35_7,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d35_8,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d35_9,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d36_1,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d36_10,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d36_11,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d36_12,2.0,,,,-0.173
http://dl-learner.org/mutagenesis#d36_13,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d36_14,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d36_15,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d36_16,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d36_17,2.0,,,,0.007
http://dl-learner.org/mutagenesis#d36_18,2.0,,,,0.057
http://dl-learner.org/mutagenesis#d36_19,2.0,,,,0.057
http://dl-learner.org/mutagenesis#d36_2,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d36_20,2.0,,,,0.057
http://dl-learner.org/mutagenesis#d36_21,2.0,,,,0.806
http://dl-learner.org/mutagenesis#d36_22,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d36_23,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d36_3,2.0,,,,0.007
http://dl-learner.org/mutagenesis#d36_4,2.0,,,,0.007
http://dl-learner.org/mutagenesis#d36_5,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d36_6,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d36_7,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d36_8,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d36_9,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d37_1,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d37_10,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d37_11,2.0,,,,-0.096
http://dl-learner.org/mutagenesis#d37_12,2.0,,,,-0.096
http://dl-learner.org/mutagenesis#d37_13,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d37_14,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d37_15,2.0,,,,0.004
http://dl-learner.org/mutagenesis#d37_16,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d37_17,2.0,,,,0.054
http://dl-learner.org/mutagenesis#d37_18,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d37_19,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d37_2,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d37_20,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d37_21,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d37_22,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d37_23,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d37_24,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d37_25,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d37_26,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d37_27,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d37_28,2.0,,,,0.805
http://dl-learner.org/mutagenesis#d37_29,2.0,,,,-0.395
http://dl-learner.org/mutagenesis#d37_3,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d37_30,2.0,,,,-0.395
http://dl-learner.org/mutagenesis#d37_4,2.0,,,,0.004
http://dl-learner.org/mutagenesis#d37_5,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d37_6,2.0,,,,-0.126
http://dl-learner.org/mutagenesis#d37_7,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d37_8,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d37_9,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d38_1,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d38_10,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d38_11,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d38_12,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d38_13,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d38_14,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d38_15,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d38_16,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d38_17,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d38_18,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d38_19,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d38_2,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d38_20,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d38_21,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d38_22,2.0,,,,0.806
http://dl-learner.org/mutagenesis#d38_23,2.0,,,,-0.394
http://dl-learner.org/mutagenesis#d38_24,2.0,,,,-0.394
http://dl-learner.org/mutagenesis#d38_3,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d38_4,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d38_5,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d38_6,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d38_7,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d38_8,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d38_9,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d39_1,2.0,,,,-0.111
http://dl-learner.org/mutagenesis#d39_10,2.0,,,,0.268
http://dl-learner.org/mutagenesis#d39_11,2.0,,,,-0.111
http://dl-learner.org/mutagenesis#d39_12,2.0,,,,-0.111
http://dl-learner.org/mutagenesis#d39_13,2.0,,,,0.149
http://dl-learner.org/mutagenesis#d39_14,2.0,,,,0.149
http://dl-learner.org/mutagenesis#d39_15,2.0,,,,0.149
http://dl-learner.org/mutagenesis#d39_16,2.0,,,,0.818
http://dl-learner.org/mutagenesis#d39_17,2.0,,,,-0.382
http://dl-learner.org/mutagenesis#d39_18,2.0,,,,-0.382
http://dl-learner.org/mutagenesis#d39_19,2.0,,,,-0.212
http://dl-learner.org/mutagenesis#d39_2,2.0,,,,-0.111
http://dl-learner.org/mutagenesis#d39_20,2.0,,,,0.109
http://dl-learner.org/mutagenesis#d39_21,2.0,,,,0.069
http://dl-learner.org/mutagenesis#d39_22,2.0,,,,0.069
http://dl-learner.org/mutagenesis#d39_23,2.0,,,,0.069
http://dl-learner.org/mutagenesis#d39_3,2.0,,,,-0.081
http://dl-learner.org/mutagenesis#d39_4,2.0,,,,0.019
http://dl-learner.org/mutagenesis#d39_5,2.0,,,,-0.111
http://dl-learner.org/mutagenesis#d39_6,2.0,,,,0.198
http://dl-learner.org/mutagenesis#d39_7,2.0,,,,0.149
http://dl-learner.org/mutagenesis#d39_8,2.0,,,,0.149
http://dl-learner.org/mutagenesis#d39_9,2.0,,,,-0.752
http://dl-learner.org/mutagenesis#d3_1,2.0,,,,-0.097
http://dl-learner.org/mutagenesis#d3_10,2.0,,,,-0.738
http://dl-learner.org/mutagenesis#d3_11,2.0,,,,0.282
http://dl-learner.org/mutagenesis#d3_12,2.0,,,,-0.097
http://dl-learner.org/mutagenesis#d3_13,2.0,,,,-0.097
http://dl-learner.org/mutagenesis#d3_14,2.0,,,,0.163
http://dl-learner.org/mutagenesis#d3_15,2.0,,,,0.163
http://dl-learner.org/mutagenesis#d3_16,2.0,,,,0.163
http://dl-learner.org/mutagenesis#d3_17,2.0,,,,0.832
http://dl-learner.org/mutagenesis#d3_18,2.0,,,,-0.368
http://dl-learner.org/mutagenesis#d3_19,2.0,,,,-0.368
http://dl-learner.org/mutagenesis#d3_2,2.0,,,,-0.097
http://dl-learner.org/mutagenesis#d3_3,2.0,,,,-0.067
http://dl-learner.org/mutagenesis#d3_4,2.0,,,,0.033
http://dl-learner.org/mutagenesis#d3_5,2.0,,,,-0.097
http://dl-learner.org/mutagenesis#d3_6,2.0,,,,-0.097
http://dl-learner.org/mutagenesis#d3_7,2.0,,,,0.162
http://dl-learner.org/mutagenesis#d3_8,2.0,,,,0.162
http://dl-learner.org/mutagenesis#d3_9,2.0,,,,0.163
http://dl-learner.org/mutagenesis#d40_1,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d40_10,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d40_11,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d40_12,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d40_13,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d40_14,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d40_15,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d40_16,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d40_17,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d40_18,2.0,,,,0.806
http://dl-learner.org/mutagenesis#d40_19,2.0,,,,-0.395
http://dl-learner.org/mutagenesis#d40_2,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d40_20,2.0,,,,-0.395
http://dl-learner.org/mutagenesis#d40_3,2.0,,,,0.006
http://dl-learner.org/mutagenesis#d40_4,2.0,,,,0.006
http://dl-learner.org/mutagenesis#d40_5,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d40_6,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d40_7,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d40_8,2.0,,,,0.136
http://dl-learner.org/mutagenesis#d40_9,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d41_1,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d41_10,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d41_11,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d41_12,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d41_13,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d41_14,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d41_15,2.0,,,,0.023
http://dl-learner.org/mutagenesis#d41_16,2.0,,,,0.153
http://dl-learner.org/mutagenesis#d41_17,2.0,,,,0.153
http://dl-learner.org/mutagenesis#d41_18,2.0,,,,0.153
http://dl-learner.org/mutagenesis#d41_19,2.0,,,,0.023
http://dl-learner.org/mutagenesis#d41_2,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d41_20,2.0,,,,0.073
http://dl-learner.org/mutagenesis#d41_21,2.0,,,,0.073
http://dl-learner.org/mutagenesis#d41_22,2.0,,,,-0.127
http://dl-learner.org/mutagenesis#d41_23,2.0,,,,0.822
http://dl-learner.org/mutagenesis#d41_24,2.0,,,,-0.378
http://dl-learner.org/mutagenesis#d41_25,2.0,,,,-0.378
http://dl-learner.org/mutagenesis#d41_3,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d41_4,2.0,,,,0.023
http://dl-learner.org/mutagenesis#d41_5,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d41_6,2.0,,,,-0.107
http://dl-learner.org/mutagenesis#d41_7,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d41_8,2.0,,,,0.152
http://dl-learner.org/mutagenesis#d41_9,2.0,,,,0.153
http://dl-learner.org/mutagenesis#d42_1,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d42_10,2.0,,,,0.098
http://dl-learner.org/mutagenesis#d42_11,2.0,,,,0.807
http://dl-learner.org/mutagenesis#d42_12,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d42_13,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d42_14,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d42_15,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d42_16,2.0,,,,0.108
http://dl-learner.org/mutagenesis#d42_17,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d42_18,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d42_19,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d42_2,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d42_20,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d42_21,2.0,,,,0.307
http://dl-learner.org/mutagenesis#d42_3,2.0,,,,0.307
http://dl-learner.org/mutagenesis#d42_4,2.0,,,,0.108
http://dl-learner.org/mutagenesis#d42_5,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d42_6,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d42_7,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d42_8,2.0,,,,-0.533
http://dl-learner.org/mutagenesis#d42_9,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_1,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_10,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_11,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_12,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_13,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d43_14,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d43_15,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d43_16,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d43_17,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d43_18,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_19,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_2,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_20,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_21,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_22,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d43_23,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d43_24,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d43_25,2.0,,,,0.809
http://dl-learner.org/mutagenesis#d43_26,2.0,,,,-0.391
http://dl-learner.org/mutagenesis#d43_27,2.0,,,,-0.391
http://dl-learner.org/mutagenesis#d43_28,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d43_3,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d43_4,2.0,,,,-0.092
http://dl-learner.org/mutagenesis#d43_5,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d43_6,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d43_7,2.0,,,,0.139
http://dl-learner.org/mutagenesis#d43_8,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d43_9,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d44_1,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d44_10,2.0,,,,-0.095
http://dl-learner.org/mutagenesis#d44_11,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d44_12,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d44_13,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d44_14,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d44_15,2.0,,,,0.804
http://dl-learner.org/mutagenesis#d44_16,2.0,,,,-0.396
http://dl-learner.org/mutagenesis#d44_17,2.0,,,,-0.396
http://dl-learner.org/mutagenesis#d44_18,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d44_19,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d44_2,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d44_20,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d44_21,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d44_22,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d44_23,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d44_24,2.0,,,,0.134
http://dl-learner.org/mutagenesis#d44_25,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d44_26,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d44_27,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d44_28,2.0,,,,0.055
http://dl-learner.org/mutagenesis#d44_3,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d44_4,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d44_5,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d44_6,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d44_7,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d44_8,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d44_9,2.0,,,,-0.095
http://dl-learner.org/mutagenesis#d45_1,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d45_10,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d45_11,2.0,,,,0.817
http://dl-learner.org/mutagenesis#d45_12,2.0,,,,0.817
http://dl-learner.org/mutagenesis#d45_13,2.0,,,,-0.383
http://dl-learner.org/mutagenesis#d45_14,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d45_15,2.0,,,,-0.384
http://dl-learner.org/mutagenesis#d45_16,2.0,,,,-0.383
http://dl-learner.org/mutagenesis#d45_2,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d45_3,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d45_4,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d45_5,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d45_6,2.0,,,,-0.114
http://dl-learner.org/mutagenesis#d45_7,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d45_8,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d45_9,2.0,,,,0.146
http://dl-learner.org/mutagenesis#d46_1,2.0,,,,-0.091
http://dl-learner.org/mutagenesis#d46_10,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d46_11,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d46_12,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d46_13,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d46_14,2.0,,,,-0.091
http://dl-learner.org/mutagenesis#d46_15,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d46_16,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d46_17,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d46_18,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d46_19,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d46_2,2.0,,,,-0.091
http://dl-learner.org/mutagenesis#d46_20,2.0,,,,-0.121
http://dl-learner.org/mutagenesis#d46_21,2.0,,,,0.808
http://dl-learner.org/mutagenesis#d46_22,2.0,,,,-0.392
http://dl-learner.org/mutagenesis#d46_23,2.0,,,,-0.392
http://dl-learner.org/mutagenesis#d46_24,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d46_25,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d46_26,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d46_27,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d46_28,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d46_29,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d46_3,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d46_30,2.0,,,,0.138
http://dl-learner.org/mutagenesis#d46_31,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d46_32,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d46_33,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d46_34,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d46_35,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d46_36,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d46_37,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d46_38,2.0,,,,0.059
http://dl-learner.org/mutagenesis#d46_4,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d46_5,2.0,,,,-0.091
http://dl-learner.org/mutagenesis#d46_6,2.0,,,,-0.091
http://dl-learner.org/mutagenesis#d46_7,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d46_8,2.0,,,,0.009
http://dl-learner.org/mutagenesis#d46_9,2.0,,,,-0.091
http://dl-learner.org/mutagenesis#d47_1,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d47_10,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d47_11,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d47_12,2.0,,,,-0.092
http://dl-learner.org/mutagenesis#d47_13,2.0,,,,-0.092
http://dl-learner.org/mutagenesis#d47_14,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d47_15,2.0,,,,-0.123
http://dl-learner.org/mutagenesis#d47_16,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d47_17,2.0,,,,0.807
http://dl-learner.org/mutagenesis#d47_18,2.0,,,,0.807
http://dl-learner.org/mutagenesis#d47_19,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d47_2,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d47_20,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d47_21,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d47_22,2.0,,,,-0.393
http://dl-learner.org/mutagenesis#d47_23,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d47_24,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d47_25,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d47_26,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d47_27,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d47_28,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d47_29,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d47_3,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d47_30,2.0,,,,0.137
http://dl-learner.org/mutagenesis#d47_31,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d47_32,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d47_33,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d47_34,2.0,,,,0.058
http://dl-learner.org/mutagenesis#d47_4,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d47_5,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d47_6,2.0,,,,-0.122
http://dl-learner.org/mutagenesis#d47_7,2.0,,,,-0.092
http://dl-learner.org/mutagenesis#d47_8,2.0,,,,-0.092
http://dl-learner.org/mutagenesis#d47_9,2.0,,,,0.008
http://dl-learner.org/mutagenesis#d48_1,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d48_10,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d48_11,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d48_12,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d48_13,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d48_14,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d48_15,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d48_16,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d48_17,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d48_18,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d48_19,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d48_2,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d48_20,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d48_21,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d48_22,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d48_23,2.0,,,,0.135
http://dl-learner.org/mutagenesis#d48_24,2.0,,,,0.805
http://dl-learner.org/mutagenesis#d48_25,2.0,,,,-0.395
http://dl-learner.org/mutagenesis#d48_26,2.0,,,,-0.395
http://dl-learner.org/mutagenesis#d48_3,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d48_4,2.0,,,,0.005
http://dl-learner.org/mutagenesis#d48_5,2.0,,,,-0.125
http://dl-learner.org/mutagenesis#d48_6,2.0,,,,-0.125
