,dribble_efficiency,minutes_played,shot_efficiency,tackle_efficiency,total_fouls_won
http://dl-learner.org/res/action37851438,1.0,90.0,-1.0,0.5,2.0
http://dl-learner.org/res/action37851458,0.0,90.0,-1.0,0.5,3.0
http://dl-learner.org/res/action37851478,-1.0,90.0,-1.0,1.0,3.0
http://dl-learner.org/res/action37851488,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action37851498,-1.0,90.0,0.0,0.5,2.0
http://dl-learner.org/res/action37851518,-1.0,90.0,-1.0,0.666667,0.0
http://dl-learner.org/res/action37851538,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action37851548,-1.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action37851558,1.0,90.0,0.0,1.0,2.0
http://dl-learner.org/res/action37851568,1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action37851578,0.5,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action37851588,1.0,90.0,0.0,0.75,2.0
http://dl-learner.org/res/action37851598,0.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action37851608,1.0,90.0,1.0,1.0,1.0
http://dl-learner.org/res/action37851618,0.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action37851628,0.0,86.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action37851638,-1.0,90.0,-1.0,0.666667,4.0
http://dl-learner.org/res/action37851648,1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action37851658,1.0,90.0,1.0,-1.0,1.0
http://dl-learner.org/res/action37851668,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action37851678,0.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action37851698,-1.0,90.0,0.0,1.0,3.0
http://dl-learner.org/res/action37851708,0.5,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action3785438,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3785448,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3785778,0.2,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action378578,-1.0,90.0,0.5,0.5,4.0
http://dl-learner.org/res/action378588,-1.0,13.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action37869128110,-1.0,90.0,0.0,0.5,0.0
http://dl-learner.org/res/action37869157110,-1.0,90.0,-1.0,0.6,0.0
http://dl-learner.org/res/action37869158110,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action37869185110,-1.0,90.0,1.0,-1.0,0.0
http://dl-learner.org/res/action37869186110,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action37869211110,-1.0,90.0,-1.0,1.0,3.0
http://dl-learner.org/res/action37869212110,-1.0,90.0,1.0,0.666667,3.0
http://dl-learner.org/res/action37869235110,-1.0,90.0,0.0,1.0,0.0
http://dl-learner.org/res/action37869236110,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3786925110,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action37869258110,-1.0,90.0,0.666667,0.0,1.0
http://dl-learner.org/res/action3786926110,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action37869277110,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action37869278110,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action37869295110,-1.0,19.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action37869296110,-1.0,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action37869311110,-1.0,90.0,-1.0,0.0,2.0
http://dl-learner.org/res/action37869312110,-1.0,90.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action37869325110,-1.0,90.0,1.0,1.0,1.0
http://dl-learner.org/res/action37869326110,0.0,90.0,0.0,0.666667,1.0
http://dl-learner.org/res/action37869339110,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action37869340110,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action37869341110,-1.0,90.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action37869342110,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action37869343110,-1.0,90.0,0.5,0.0,1.0
http://dl-learner.org/res/action37869344110,1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action37869345110,-1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action37869346110,0.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action37869347110,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action37869348110,-1.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action37869349110,-1.0,90.0,0.0,0.0,0.0
http://dl-learner.org/res/action37869350110,-1.0,90.0,0.5,1.0,1.0
http://dl-learner.org/res/action3786961110,-1.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action3786962110,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action3786995110,-1.0,90.0,0.0,-1.0,1.0
http://dl-learner.org/res/action3786996110,-1.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action379391794,0.0,54.0,-1.0,1.0,2.0
http://dl-learner.org/res/action379391804,-1.0,45.0,-1.0,1.0,0.0
http://dl-learner.org/res/action379392934,-1.0,8.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action379393054,-1.0,13.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action379393074,-1.0,1.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action37939554,-1.0,9.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action37939894,-1.0,6.0,0.0,-1.0,0.0
http://dl-learner.org/res/action3825119839,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3825127039,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3825136839,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action3825138039,-1.0,52.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action382901016,0.0,20.0,-1.0,1.0,1.0
http://dl-learner.org/res/action382901026,0.25,90.0,1.0,0.0,3.0
http://dl-learner.org/res/action382901346,0.0,90.0,-1.0,0.8,0.0
http://dl-learner.org/res/action382902426,-1.0,2.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action382902846,0.0,5.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action382903176,-1.0,18.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action382903326,-1.0,24.0,-1.0,1.0,0.0
http://dl-learner.org/res/action382903536,-1.0,1.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action382903626,-1.0,2.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action382903746,-1.0,9.0,-1.0,1.0,0.0
http://dl-learner.org/res/action38290686,-1.0,50.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3829718245,-1.0,90.0,1.0,-1.0,4.0
http://dl-learner.org/res/action3829720845,-1.0,90.0,0.0,0.75,0.0
http://dl-learner.org/res/action382972245,-1.0,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action3829723245,1.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action3829725445,-1.0,90.0,-1.0,0.75,0.0
http://dl-learner.org/res/action3829729245,-1.0,77.0,0.0,1.0,1.0
http://dl-learner.org/res/action3829731245,-1.0,75.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3829731845,-1.0,90.0,-1.0,1.0,2.0
http://dl-learner.org/res/action3829732445,0.5,90.0,0.5,1.0,2.0
http://dl-learner.org/res/action382975845,-1.0,77.0,0.0,1.0,1.0
http://dl-learner.org/res/action382979245,1.0,90.0,1.0,0.5,1.0
http://dl-learner.org/res/action3832810930,0.6,75.0,0.0,-1.0,2.0
http://dl-learner.org/res/action3832811030,-1.0,66.0,-1.0,0.0,1.0
http://dl-learner.org/res/action3832811230,0.5,87.0,0.75,1.0,2.0
http://dl-learner.org/res/action3832811330,0.5,34.0,1.0,1.0,1.0
http://dl-learner.org/res/action3832811430,0.5,60.0,0.0,1.0,2.0
http://dl-learner.org/res/action3832811630,-1.0,88.0,0.0,1.0,3.0
http://dl-learner.org/res/action3832811830,0.0,90.0,0.5,-1.0,6.0
http://dl-learner.org/res/action3832811930,0.0,25.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3832812030,0.0,90.0,0.0,0.666667,3.0
http://dl-learner.org/res/action3832812130,0.0,76.0,0.0,-1.0,1.0
http://dl-learner.org/res/action3832812230,-1.0,11.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3832812330,0.5,45.0,1.0,-1.0,3.0
http://dl-learner.org/res/action3832812430,0.0,82.0,1.0,-1.0,2.0
http://dl-learner.org/res/action3832812630,0.25,89.0,0.0,1.0,2.0
http://dl-learner.org/res/action3832812830,-1.0,21.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action3832812930,0.0,90.0,1.0,1.0,4.0
http://dl-learner.org/res/action3832813030,0.0,64.0,0.333333,0.333333,0.0
http://dl-learner.org/res/action3832813130,0.0,76.0,0.5,1.0,3.0
http://dl-learner.org/res/action3832813230,-1.0,25.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3832813330,0.0,18.0,0.0,1.0,0.0
http://dl-learner.org/res/action3832813430,1.0,65.0,1.0,1.0,3.0
http://dl-learner.org/res/action3832813530,0.0,20.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action3832813630,-1.0,68.0,0.666667,1.0,1.0
http://dl-learner.org/res/action3832813730,0.25,85.0,1.0,0.666667,3.0
http://dl-learner.org/res/action3832813830,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action3832813930,-1.0,88.0,0.5,0.0,2.0
http://dl-learner.org/res/action3832814030,0.25,89.0,0.0,1.0,1.0
http://dl-learner.org/res/action383284130,-1.0,11.0,-1.0,1.0,0.0
http://dl-learner.org/res/action383284230,0.5,72.0,1.0,1.0,0.0
http://dl-learner.org/res/action38328530,0.0,20.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action38328630,0.0,75.0,0.666667,0.0,1.0
http://dl-learner.org/res/action383287530,0.5,72.0,-1.0,1.0,0.0
http://dl-learner.org/res/action383287630,0.333333,79.0,0.0,1.0,1.0
http://dl-learner.org/res/action384291214,0.666667,85.0,1.0,1.0,0.0
http://dl-learner.org/res/action384291514,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action384291524,-1.0,3.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action38429194,-1.0,45.0,-1.0,1.0,0.0
http://dl-learner.org/res/action38429204,-1.0,61.0,-1.0,1.0,0.0
http://dl-learner.org/res/action384292054,0.5,90.0,-1.0,0.8,0.0
http://dl-learner.org/res/action384292294,0.0,85.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action384292714,-1.0,64.0,0.0,-1.0,0.0
http://dl-learner.org/res/action384292724,-1.0,1.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action384292914,1.0,81.0,-1.0,1.0,0.0
http://dl-learner.org/res/action384292934,0.0,88.0,0.0,-1.0,2.0
http://dl-learner.org/res/action384292954,0.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action384292974,0.333333,86.0,-1.0,0.5,0.0
http://dl-learner.org/res/action384292994,0.666667,82.0,0.0,1.0,1.0
http://dl-learner.org/res/action384293014,0.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action384293024,-1.0,45.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action384293034,0.0,72.0,0.0,1.0,1.0
http://dl-learner.org/res/action384293054,0.5,77.0,0.0,0.0,0.0
http://dl-learner.org/res/action384293074,0.0,89.0,-1.0,0.0,1.0
http://dl-learner.org/res/action38429554,0.555556,90.0,0.0,0.5,1.0
http://dl-learner.org/res/action38429564,0.6,56.0,0.0,1.0,0.0
http://dl-learner.org/res/action38429894,0.0,90.0,0.0,-1.0,1.0
http://dl-learner.org/res/action38429904,-1.0,1.0,1.0,1.0,0.0
http://dl-learner.org/res/action384622636,0.5,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action384622836,-1.0,45.0,-1.0,0.5,0.0
http://dl-learner.org/res/action38462316,1.0,1.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action385301191,0.6,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action385301201,1.0,70.0,0.0,-1.0,1.0
http://dl-learner.org/res/action385301491,0.888889,90.0,1.0,0.0,3.0
http://dl-learner.org/res/action38530171,1.0,68.0,0.333333,0.6,0.0
http://dl-learner.org/res/action385301771,0.0,33.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action385301781,0.4,90.0,0.5,-1.0,1.0
http://dl-learner.org/res/action38530181,0.75,75.0,0.5,1.0,1.0
http://dl-learner.org/res/action385302031,-1.0,90.0,0.5,-1.0,0.0
http://dl-learner.org/res/action385302271,-1.0,21.0,0.0,0.0,0.0
http://dl-learner.org/res/action385302491,1.0,66.0,-1.0,0.5,0.0
http://dl-learner.org/res/action385302501,0.5,83.0,0.0,0.8,0.0
http://dl-learner.org/res/action385302711,0.571429,90.0,0.0,0.0,2.0
http://dl-learner.org/res/action385302721,0.666667,90.0,1.0,0.6,1.0
http://dl-learner.org/res/action385302731,0.5,64.0,0.0,-1.0,2.0
http://dl-learner.org/res/action385302741,1.0,90.0,-1.0,1.0,2.0
http://dl-learner.org/res/action385302751,0.666667,88.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action385302771,0.875,90.0,0.5,0.666667,3.0
http://dl-learner.org/res/action385302791,-1.0,90.0,0.333333,-1.0,2.0
http://dl-learner.org/res/action385302801,0.0,8.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action385302811,0.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action385302831,1.0,90.0,0.666667,1.0,1.0
http://dl-learner.org/res/action385302841,1.0,80.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action385302851,-1.0,90.0,0.0,-1.0,1.0
http://dl-learner.org/res/action385302871,0.5,64.0,0.0,1.0,1.0
http://dl-learner.org/res/action385302881,1.0,25.0,0.0,1.0,1.0
http://dl-learner.org/res/action385302891,0.0,77.0,1.0,-1.0,2.0
http://dl-learner.org/res/action38530531,1.0,90.0,0.666667,-1.0,0.0
http://dl-learner.org/res/action38530541,0.0,29.0,1.0,-1.0,0.0
http://dl-learner.org/res/action38530871,0.555556,90.0,0.2,1.0,2.0
http://dl-learner.org/res/action3881,1.0,27.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action38971098,-1.0,17.0,-1.0,1.0,1.0
http://dl-learner.org/res/action38971418,-1.0,13.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action38971498,1.0,45.0,-1.0,1.0,0.0
http://dl-learner.org/res/action38971538,0.0,19.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action38971558,-1.0,46.0,1.0,1.0,2.0
http://dl-learner.org/res/action38971578,0.0,24.0,1.0,-1.0,1.0
http://dl-learner.org/res/action38971598,0.0,79.0,0.5,-1.0,3.0
http://dl-learner.org/res/action38971618,1.0,79.0,0.0,-1.0,3.0
http://dl-learner.org/res/action38971658,1.0,90.0,0.666667,0.5,0.0
http://dl-learner.org/res/action3910411354,0.333333,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action3910411454,0.666667,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action391041154,0.6,90.0,1.0,0.666667,3.0
http://dl-learner.org/res/action391041254,0.833333,90.0,0.0,1.0,3.0
http://dl-learner.org/res/action3910414354,0.857143,90.0,0.5,0.8,2.0
http://dl-learner.org/res/action3910414454,0.5,90.0,-1.0,0.5,1.0
http://dl-learner.org/res/action3910417154,-1.0,90.0,-1.0,0.625,2.0
http://dl-learner.org/res/action3910417254,0.4,90.0,-1.0,1.0,3.0
http://dl-learner.org/res/action3910419954,0.5,90.0,0.75,0.75,2.0
http://dl-learner.org/res/action3910420054,1.0,87.0,-1.0,0.333333,2.0
http://dl-learner.org/res/action3910420154,0.0,87.0,1.0,1.0,4.0
http://dl-learner.org/res/action3910420254,0.666667,85.0,-1.0,1.0,1.0
http://dl-learner.org/res/action3910420354,0.25,90.0,0.0,1.0,4.0
http://dl-learner.org/res/action3910420454,0.714286,90.0,0.0,0.4,2.0
http://dl-learner.org/res/action3910420554,0.75,90.0,-1.0,1.0,3.0
http://dl-learner.org/res/action3910420754,0.666667,90.0,-1.0,0.571429,2.0
http://dl-learner.org/res/action3910420854,0.0,90.0,1.0,1.0,1.0
http://dl-learner.org/res/action3910420954,0.4,87.0,1.0,1.0,0.0
http://dl-learner.org/res/action3910421054,0.5,90.0,-1.0,0.75,0.0
http://dl-learner.org/res/action3910421154,1.0,36.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3910421254,1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3910421354,0.4,90.0,0.5,1.0,3.0
http://dl-learner.org/res/action3910421454,1.0,90.0,1.0,1.0,3.0
http://dl-learner.org/res/action3910421554,0.5,77.0,0.0,1.0,0.0
http://dl-learner.org/res/action3910421654,0.571429,90.0,1.0,1.0,2.0
http://dl-learner.org/res/action3910421754,1.0,90.0,0.5,1.0,3.0
http://dl-learner.org/res/action3910421854,0.25,90.0,0.666667,1.0,0.0
http://dl-learner.org/res/action3910421954,0.5,90.0,0.333333,0.5,0.0
http://dl-learner.org/res/action3910422154,0.571429,89.0,1.0,0.0,6.0
http://dl-learner.org/res/action3910422254,0.0,90.0,-1.0,0.333333,2.0
http://dl-learner.org/res/action3910422354,0.0,45.0,-1.0,1.0,1.0
http://dl-learner.org/res/action3910422454,0.666667,90.0,0.5,0.333333,2.0
http://dl-learner.org/res/action391044754,0.5,16.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action391044854,0.5,90.0,-1.0,0.0,4.0
http://dl-learner.org/res/action391048154,1.0,45.0,-1.0,1.0,1.0
http://dl-learner.org/res/action391048254,1.0,36.0,-1.0,1.0,2.0
http://dl-learner.org/res/action392021011,0.0,78.0,0.0,-1.0,2.0
http://dl-learner.org/res/action3920214111,0.0,29.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3920214211,0.5,15.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action3920217111,0.4,90.0,1.0,0.75,8.0
http://dl-learner.org/res/action3920217311,0.333333,31.0,1.0,-1.0,2.0
http://dl-learner.org/res/action3920217411,0.0,28.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action3920217511,1.0,16.0,0.0,-1.0,0.0
http://dl-learner.org/res/action3920217611,0.285714,79.0,-1.0,1.0,3.0
http://dl-learner.org/res/action3920217911,0.571429,90.0,0.0,1.0,2.0
http://dl-learner.org/res/action3920218111,0.666667,18.0,0.666667,-1.0,0.0
http://dl-learner.org/res/action3920218411,-1.0,63.0,0.666667,1.0,2.0
http://dl-learner.org/res/action3920218711,0.0,76.0,0.0,1.0,2.0
http://dl-learner.org/res/action3920218811,1.0,25.0,0.0,1.0,1.0
http://dl-learner.org/res/action3920218911,0.333333,81.0,0.0,1.0,4.0
http://dl-learner.org/res/action3920219111,0.0,22.0,-1.0,1.0,3.0
http://dl-learner.org/res/action3920219211,0.0,65.0,1.0,1.0,2.0
http://dl-learner.org/res/action3920219511,0.0,31.0,1.0,-1.0,0.0
http://dl-learner.org/res/action3920219711,0.6,86.0,0.0,1.0,0.0
http://dl-learner.org/res/action392024511,0.333333,18.0,-1.0,1.0,1.0
http://dl-learner.org/res/action392024611,0.5,61.0,-1.0,0.0,3.0
http://dl-learner.org/res/action392028011,0.0,35.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action3921510080,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action3921513180,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921513280,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921516180,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921516280,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921518980,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3921519080,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921521580,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921521680,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921523980,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921524080,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921526180,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921526280,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921528180,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921528280,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action392152980,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921529980,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921530080,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action392153080,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921531580,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921531680,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921532980,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921533080,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921534180,-1.0,90.0,-1.0,-1.0,2.0
http://dl-learner.org/res/action3921535180,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action3921535280,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921536180,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921536280,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921536380,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action3921536480,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921536580,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921536680,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921536780,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action3921536880,-1.0,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action392156580,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action392156680,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action392159980,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921716280,-1.0,23.0,-1.0,0.0,0.0
http://dl-learner.org/res/action3921718980,1.0,45.0,-1.0,1.0,1.0
http://dl-learner.org/res/action3921721580,0.0,21.0,0.0,-1.0,1.0
http://dl-learner.org/res/action3921723980,-1.0,1.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3921726180,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action392172980,0.0,64.0,0.0,-1.0,0.0
http://dl-learner.org/res/action3921729980,1.0,45.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action392173080,1.0,45.0,0.0,-1.0,0.0
http://dl-learner.org/res/action3921732980,0.0,90.0,-1.0,1.0,1.0
http://dl-learner.org/res/action3921735180,-1.0,80.0,0.0,1.0,2.0
http://dl-learner.org/res/action3921736180,0.0,28.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3921736580,0.0,90.0,0.0,1.0,1.0
http://dl-learner.org/res/action392176680,-1.0,90.0,-1.0,1.0,2.0
http://dl-learner.org/res/action3925310335,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3925310435,-1.0,90.0,0.0,-1.0,3.0
http://dl-learner.org/res/action3925313535,-1.0,90.0,1.0,-1.0,3.0
http://dl-learner.org/res/action3925313635,-1.0,90.0,0.5,1.0,4.0
http://dl-learner.org/res/action3925316535,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3925316635,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3925319435,0.0,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action3925321935,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action3925322035,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3925324335,-1.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action3925324435,-1.0,90.0,-1.0,0.666667,1.0
http://dl-learner.org/res/action3925326535,-1.0,90.0,-1.0,1.0,0.0
http://dl-learner.org/res/action3925326635,-1.0,90.0,-1.0,0.0,1.0
http://dl-learner.org/res/action3925328535,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action3925328635,-1.0,66.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3925330335,-1.0,90.0,-1.0,0.0,0.0
http://dl-learner.org/res/action3925330435,0.0,90.0,0.0,-1.0,2.0
http://dl-learner.org/res/action3925331935,-1.0,90.0,-1.0,1.0,2.0
http://dl-learner.org/res/action3925333335,-1.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action392533335,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action392533435,1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3925334535,-1.0,90.0,-1.0,0.666667,2.0
http://dl-learner.org/res/action3925334635,-1.0,90.0,-1.0,-1.0,0.0
http://dl-learner.org/res/action3925335535,0.0,90.0,-1.0,0.5,0.0
http://dl-learner.org/res/action3925335635,-1.0,90.0,0.5,-1.0,0.0
http://dl-learner.org/res/action3925336335,-1.0,90.0,0.0,0.0,0.0
http://dl-learner.org/res/action3925336435,-1.0,90.0,0.5,0.5,0.0
http://dl-learner.org/res/action3925336935,0.0,90.0,-1.0,0.0,2.0
http://dl-learner.org/res/action3925337535,-1.0,90.0,0.0,0.0,1.0
http://dl-learner.org/res/action3925337735,-1.0,90.0,-1.0,-1.0,1.0
http://dl-learner.org/res/action3925337835,-1.0,90.0,1.0,-1.0,0.0
http://dl-learner.org/res/action392536935,-1.0,90.0,0.5,-1.0,1.0
http://dl-learner.org/res/action392537035,-1.0,90.0,0.0,-1.0,0.0
http://dl-learner.org/res/action3933611514,0.285714,77.0,0.0,1.0,1.0
http://dl-learner.org/res/action393361314,0.0,19.0,1.0,-1.0,0.0
http://dl-learner.org/res/action393361414,0.272727,90.0,0.333333,-1.0,6.0
http://dl-learner.org/res/action3933614514,0.5,89.0,0.0,0.5,2.0
http://dl-learner.org/res/action3933614614,0.5,90.0,0.25,-1.0,1.0
http://dl-learner.org/res/action3933617314,0.333333,90.0,0.5,-1.0,2.0
http://dl-learner.org/res/action3933617414,0.5,90.0,0.666667,1.0,3.0
http://dl-learner.org/res/action3933619914,0.2,90.0,0.25,-1.0,3.0
http://dl-learner.org/res/action3933622514,0.333333,90.0,0.666667,-1.0,3.0
http://dl-learner.org/res/action3933622714,0.0,90.0,0.5,1.0,5.0
http://dl-learner.org/res/action3933622814,0.25,90.0,0.5,-1.0,3.0
http://dl-learner.org/res/action3933623014,0.5,90.0,1.0,0.666667,4.0
http://dl-learner.org/res/action3933623114,0.416667,90.0,0.6,-1.0,0.0
http://dl-learner.org/res/action3933623214,0.625,85.0,0.75,1.0,3.0
http://dl-learner.org/res/action3933623314,0.222222,90.0,0.5,-1.0,2.0
http://dl-learner.org/res/action3933623414,0.363636,82.0,0.4,0.666667,3.0
http://dl-learner.org/res/action3933623514,0.333333,90.0,0.5,1.0,2.0
http://dl-learner.org/res/action3933623714,0.0,75.0,0.5,0.0,6.0
http://dl-learner.org/res/action3933623814,0.3,90.0,0.333333,0.666667,3.0
http://dl-learner.org/res/action3933623914,0.444444,90.0,0.5,0.5,2.0
http://dl-learner.org/res/action3933624014,0.5,90.0,-1.0,-1.0,1.0
