,label,ActivityScore_NCTRER,DSSTox_CID,DSSTox_Generic_SID,DSSTox_RID,ER_RBA,F1_Ring,F2_AromaticRing,F3_PhenolicRing,F4_Heteroatom,F5_Phenol3nPhenyl,F6_OtherKeyFeatures,LOGP,LOG_ER_RBA,Mean_ER_RBA_ChemClass,STRUCTURE_MolecularWeight,number_of_atom_lists,number_of_atoms,number_of_bounds,atom-atom_mapping_number,atom_coordinate_x,atom_coordinate_y,atom_coordinate_z,atom_number,charge,mass_difference
http://dl-learner.org/nctrer/218/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7633,-3.9908,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6004,-2.6628,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4503,-1.9997,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3002,-2.6628,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1501,-1.9997,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1501,-0.6631,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3002,0.0,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4503,-0.6631,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6004,-3.9891,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7608,-1.9997,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9109,-2.6628,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,8.061,-1.9997,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,8.061,-0.6631,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2111,0.0,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,10.3612,-0.6631,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,10.3612,-1.9997,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/219/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2111,-2.6628,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,6.8865,-1.677,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7358,-1.008,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,2.2925,-2.9972,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1507,-3.6573,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1507,-4.9865,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-5.6466,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,2.2925,-5.6466,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,8.1443,-3.4076,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,8.9203,-2.3371,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom18,2.0,,,,,,,,,,,,,,,,,,,0.0,8.1443,-1.2667,0.0,18.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom19,2.0,,,,,,,,,,,,,,,,,,,0.0,8.5546,0.0,0.0,19.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,6.8865,-2.9972,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom20,2.0,,,,,,,,,,,,,,,,,,,0.0,6.8865,-0.2855,0.0,20.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom21,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7358,-2.4709,0.0,21.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom22,2.0,,,,,,,,,,,,,,,,,,,0.0,4.585,-4.362,0.0,22.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom23,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9489,-4.362,0.0,23.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom24,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4432,-2.2033,0.0,24.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7358,-3.6573,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7358,-4.9865,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,4.585,-5.6466,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4432,-4.9865,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4432,-3.6573,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,4.585,-2.9972,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/22/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,4.585,-1.677,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,5.3175,-2.3002,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,5.988,-1.1548,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,7.3197,-1.1548,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,7.9809,0.0,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,9.3126,0.0,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9951,-2.3002,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3246,-3.455,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9929,-3.455,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,1.3317,-2.3002,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9929,-1.1548,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3246,-1.1548,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.3002,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/220/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,5.988,-3.455,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,5.3199,-2.305,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9818,-1.1485,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,7.3138,-1.1485,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,7.9758,0.0,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9879,-2.305,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3259,-3.4535,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9939,-3.4535,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,1.332,-2.305,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9939,-1.1485,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3259,-1.1485,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.305,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/221/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9818,-3.4535,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,5.3194,-2.3037,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9835,-1.1488,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,5.3194,0.0,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,3.991,-2.3037,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3269,-3.4525,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9925,-3.4525,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,1.3283,-2.3037,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9925,-1.1488,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3269,-1.1488,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-2.3037,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/222/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,5.9835,-3.4525,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,5.983,-2.3094,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.1487,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6548,-4.6069,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,5.983,-4.6069,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,6.6531,-3.4582,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,7.9813,-3.4582,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,8.6394,-2.3094,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,9.9677,-2.3094,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,10.6378,-3.4582,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom18,2.0,,,,,,,,,,,,,,,,,,,0.0,9.9677,-4.6069,0.0,18.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom19,2.0,,,,,,,,,,,,,,,,,,,0.0,8.6394,-4.6069,0.0,19.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6548,-2.3094,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom20,2.0,,,,,,,,,,,,,,,,,,,0.0,11.966,-3.4582,0.0,20.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom21,2.0,,,,,,,,,,,,,,,,,,,0.0,6.6531,-1.1487,0.0,21.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9847,-3.4582,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,2.6564,-3.4582,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9983,-2.3094,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,2.6564,-1.1487,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,3.9847,-1.1487,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6548,0.0,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/223/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,0.6701,-2.3094,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6048,-1.9893,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1512,-1.3262,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0584,-3.9878,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2096,-1.9893,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.9893,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1512,-3.9878,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2096,-3.3247,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.3247,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,5.756,-1.3262,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4536,-1.3262,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,5.756,0.0,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9072,-1.9893,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3024,-1.9893,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0584,-1.3262,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9072,-3.3247,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/224/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3024,-3.3247,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,4.603,0.0,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9045,-1.3349,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9045,-3.9931,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4522,-2.0023,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4522,-3.3257,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,4.603,-1.3349,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,4.603,-3.9931,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1507,-2.0023,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1507,-3.3257,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom18,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3015,-1.3349,0.0,18.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom19,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3015,-3.9931,0.0,19.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0552,-2.0023,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom20,2.0,,,,,,,,,,,,,,,,,,,0.0,11.5075,-3.9931,0.0,20.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom21,2.0,,,,,,,,,,,,,,,,,,,0.0,2.3015,0.0,0.0,21.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom22,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.9931,0.0,22.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom23,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9045,0.0,0.0,23.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,8.0552,-3.3257,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,9.206,-1.3349,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,9.206,-3.9931,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,10.3567,-2.0023,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,10.3567,-3.3257,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7422,-2.0023,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/225/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7422,-3.3257,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,10.4381,-2.0644,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7874,-3.3982,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6276,-1.3918,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4678,-2.0644,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6276,-4.0709,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,3.4678,-3.3982,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,2.308,-1.3918,0.0,15.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom16,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1482,-2.0644,0.0,16.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom17,2.0,,,,,,,,,,,,,,,,,,,0.0,2.308,-4.0709,0.0,17.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom18,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1482,-3.3982,0.0,18.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom19,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2783,-0.0464,0.0,19.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,10.4381,-3.3982,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom20,2.0,,,,,,,,,,,,,,,,,,,0.0,11.5979,-4.0709,0.0,20.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom21,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9588,-0.3479,0.0,21.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom22,2.0,,,,,,,,,,,,,,,,,,,0.0,4.6276,0.0,0.0,22.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom23,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-4.0593,0.0,23.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2783,-1.3918,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,9.2783,-4.0709,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,8.1185,-2.0644,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,8.1185,-3.3982,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9588,-1.3918,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,5.7874,-2.0644,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/226/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,6.9588,-4.0709,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/227/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-1.5998,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/227/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,1.1503,-2.2653,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/227/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,2.305,-1.5998,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/227/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,2.4416,-0.2777,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/227/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,3.7417,0.0,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/227/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,4.4072,-1.1547,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/227/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,3.5169,-2.1419,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,1.5616,0.0,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9893,-0.4818,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,0.4818,-1.03,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom2,2.0,,,,,,,,,,,,,,,,,,,0.0,0.1703,-2.4213,0.0,2.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom3,2.0,,,,,,,,,,,,,,,,,,,0.0,1.0134,-2.9529,0.0,3.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom4,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-4.0825,0.0,4.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom5,2.0,,,,,,,,,,,,,,,,,,,0.0,1.6322,-4.1531,0.0,5.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom6,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9893,-2.2842,0.0,6.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom7,2.0,,,,,,,,,,,,,,,,,,,0.0,1.5616,-1.6114,0.0,7.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom8,2.0,,,,,,,,,,,,,,,,,,,0.0,3.173,-2.1472,0.0,8.0,0.0,0.0
http://dl-learner.org/nctrer/228/atom9,2.0,,,,,,,,,,,,,,,,,,,0.0,3.3308,-2.9529,0.0,9.0,0.0,0.0
http://dl-learner.org/nctrer/229/atom1,2.0,,,,,,,,,,,,,,,,,,,0.0,2.66,-1.1556,0.0,1.0,0.0,0.0
http://dl-learner.org/nctrer/229/atom10,2.0,,,,,,,,,,,,,,,,,,,0.0,2.66,-3.4594,0.0,10.0,0.0,0.0
http://dl-learner.org/nctrer/229/atom11,2.0,,,,,,,,,,,,,,,,,,,0.0,1.9986,-4.6077,0.0,11.0,0.0,0.0
http://dl-learner.org/nctrer/229/atom12,2.0,,,,,,,,,,,,,,,,,,,0.0,0.6686,-4.6077,0.0,12.0,0.0,0.0
http://dl-learner.org/nctrer/229/atom13,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,-3.4594,0.0,13.0,0.0,0.0
http://dl-learner.org/nctrer/229/atom14,2.0,,,,,,,,,,,,,,,,,,,0.0,0.6686,-2.3039,0.0,14.0,0.0,0.0
http://dl-learner.org/nctrer/229/atom15,2.0,,,,,,,,,,,,,,,,,,,0.0,1.5117,-0.4869,0.0,15.0,0.0,0.0
