,label,has_action,match,player,team,scorer_away,scorer_home,team_away,team_away_formation,team_home,team_home_formation
http://dl-learner.org/res/action19343736,2,,['http://dl-learner.org/res/match373'],['http://dl-learner.org/res/player1934'],['http://dl-learner.org/res/team6'],,,,,,
http://dl-learner.org/res/action1934676,2,,['http://dl-learner.org/res/match67'],['http://dl-learner.org/res/player1934'],['http://dl-learner.org/res/team6'],,,,,,
http://dl-learner.org/res/action193610080,2,,['http://dl-learner.org/res/match100'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193613180,2,,['http://dl-learner.org/res/match131'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193616180,2,,['http://dl-learner.org/res/match161'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193618980,2,,['http://dl-learner.org/res/match189'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193621580,2,,['http://dl-learner.org/res/match215'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193621680,2,,['http://dl-learner.org/res/match216'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193623980,2,,['http://dl-learner.org/res/match239'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193624080,2,,['http://dl-learner.org/res/match240'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193628180,2,,['http://dl-learner.org/res/match281'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193628280,2,,['http://dl-learner.org/res/match282'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action19362980,2,,['http://dl-learner.org/res/match29'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193629980,2,,['http://dl-learner.org/res/match299'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193631680,2,,['http://dl-learner.org/res/match316'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193634180,2,,['http://dl-learner.org/res/match341'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193636180,2,,['http://dl-learner.org/res/match361'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193636280,2,,['http://dl-learner.org/res/match362'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193636380,2,,['http://dl-learner.org/res/match363'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action193636780,2,,['http://dl-learner.org/res/match367'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action19366580,2,,['http://dl-learner.org/res/match65'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action19369980,2,,['http://dl-learner.org/res/match99'],['http://dl-learner.org/res/player1936'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action194013056,2,,['http://dl-learner.org/res/match130'],['http://dl-learner.org/res/player1940'],['http://dl-learner.org/res/team56'],,,,,,
http://dl-learner.org/res/action194023856,2,,['http://dl-learner.org/res/match238'],['http://dl-learner.org/res/player1940'],['http://dl-learner.org/res/team56'],,,,,,
http://dl-learner.org/res/action194028056,2,,['http://dl-learner.org/res/match280'],['http://dl-learner.org/res/player1940'],['http://dl-learner.org/res/team56'],,,,,,
http://dl-learner.org/res/action194029856,2,,['http://dl-learner.org/res/match298'],['http://dl-learner.org/res/player1940'],['http://dl-learner.org/res/team56'],,,,,,
http://dl-learner.org/res/action194031456,2,,['http://dl-learner.org/res/match314'],['http://dl-learner.org/res/player1940'],['http://dl-learner.org/res/team56'],,,,,,
http://dl-learner.org/res/action194032856,2,,['http://dl-learner.org/res/match328'],['http://dl-learner.org/res/player1940'],['http://dl-learner.org/res/team56'],,,,,,
http://dl-learner.org/res/action194035656,2,,['http://dl-learner.org/res/match356'],['http://dl-learner.org/res/player1940'],['http://dl-learner.org/res/team56'],,,,,,
http://dl-learner.org/res/action19409856,2,,['http://dl-learner.org/res/match98'],['http://dl-learner.org/res/player1940'],['http://dl-learner.org/res/team56'],,,,,,
http://dl-learner.org/res/action1941910930,2,,['http://dl-learner.org/res/match109'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action194191108,2,,['http://dl-learner.org/res/match110'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team8'],,,,,,
http://dl-learner.org/res/action1941911130,2,,['http://dl-learner.org/res/match111'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941911230,2,,['http://dl-learner.org/res/match112'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941911330,2,,['http://dl-learner.org/res/match113'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941911530,2,,['http://dl-learner.org/res/match115'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941911730,2,,['http://dl-learner.org/res/match117'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941911930,2,,['http://dl-learner.org/res/match119'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941912130,2,,['http://dl-learner.org/res/match121'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941912330,2,,['http://dl-learner.org/res/match123'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941912530,2,,['http://dl-learner.org/res/match125'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941912730,2,,['http://dl-learner.org/res/match127'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941912930,2,,['http://dl-learner.org/res/match129'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941913130,2,,['http://dl-learner.org/res/match131'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941913330,2,,['http://dl-learner.org/res/match133'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941913530,2,,['http://dl-learner.org/res/match135'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941913730,2,,['http://dl-learner.org/res/match137'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941913930,2,,['http://dl-learner.org/res/match139'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action194191448,2,,['http://dl-learner.org/res/match144'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team8'],,,,,,
http://dl-learner.org/res/action194191488,2,,['http://dl-learner.org/res/match148'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team8'],,,,,,
http://dl-learner.org/res/action194191508,2,,['http://dl-learner.org/res/match150'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team8'],,,,,,
http://dl-learner.org/res/action194191588,2,,['http://dl-learner.org/res/match158'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team8'],,,,,,
http://dl-learner.org/res/action194191648,2,,['http://dl-learner.org/res/match164'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team8'],,,,,,
http://dl-learner.org/res/action194191668,2,,['http://dl-learner.org/res/match166'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team8'],,,,,,
http://dl-learner.org/res/action194191688,2,,['http://dl-learner.org/res/match168'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team8'],,,,,,
http://dl-learner.org/res/action194194130,2,,['http://dl-learner.org/res/match41'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action19419448,2,,['http://dl-learner.org/res/match44'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team8'],,,,,,
http://dl-learner.org/res/action194197530,2,,['http://dl-learner.org/res/match75'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team30'],,,,,,
http://dl-learner.org/res/action1941988,2,,['http://dl-learner.org/res/match8'],['http://dl-learner.org/res/player19419'],['http://dl-learner.org/res/team8'],,,,,,
http://dl-learner.org/res/action1945128110,2,,['http://dl-learner.org/res/match128'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945185110,2,,['http://dl-learner.org/res/match185'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945212110,2,,['http://dl-learner.org/res/match212'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945236110,2,,['http://dl-learner.org/res/match236'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945257110,2,,['http://dl-learner.org/res/match257'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945278110,2,,['http://dl-learner.org/res/match278'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945325110,2,,['http://dl-learner.org/res/match325'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945326110,2,,['http://dl-learner.org/res/match326'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945340110,2,,['http://dl-learner.org/res/match340'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945343110,2,,['http://dl-learner.org/res/match343'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945346110,2,,['http://dl-learner.org/res/match346'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945347110,2,,['http://dl-learner.org/res/match347'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action1945349110,2,,['http://dl-learner.org/res/match349'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action194561110,2,,['http://dl-learner.org/res/match61'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action194595110,2,,['http://dl-learner.org/res/match95'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action194596110,2,,['http://dl-learner.org/res/match96'],['http://dl-learner.org/res/player1945'],['http://dl-learner.org/res/team110'],,,,,,
http://dl-learner.org/res/action195010080,2,,['http://dl-learner.org/res/match100'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195013180,2,,['http://dl-learner.org/res/match131'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195016180,2,,['http://dl-learner.org/res/match161'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195021680,2,,['http://dl-learner.org/res/match216'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195023980,2,,['http://dl-learner.org/res/match239'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195026280,2,,['http://dl-learner.org/res/match262'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195028180,2,,['http://dl-learner.org/res/match281'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195031580,2,,['http://dl-learner.org/res/match315'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195034180,2,,['http://dl-learner.org/res/match341'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195036180,2,,['http://dl-learner.org/res/match361'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195036280,2,,['http://dl-learner.org/res/match362'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195036380,2,,['http://dl-learner.org/res/match363'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195036780,2,,['http://dl-learner.org/res/match367'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action195036880,2,,['http://dl-learner.org/res/match368'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action19506580,2,,['http://dl-learner.org/res/match65'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action19509980,2,,['http://dl-learner.org/res/match99'],['http://dl-learner.org/res/player1950'],['http://dl-learner.org/res/team80'],,,,,,
http://dl-learner.org/res/action19556105111,2,,['http://dl-learner.org/res/match105'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556137111,2,,['http://dl-learner.org/res/match137'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556138111,2,,['http://dl-learner.org/res/match138'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556167111,2,,['http://dl-learner.org/res/match167'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556195111,2,,['http://dl-learner.org/res/match195'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556196111,2,,['http://dl-learner.org/res/match196'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556221111,2,,['http://dl-learner.org/res/match221'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556245111,2,,['http://dl-learner.org/res/match245'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556287111,2,,['http://dl-learner.org/res/match287'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556305111,2,,['http://dl-learner.org/res/match305'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556347111,2,,['http://dl-learner.org/res/match347'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action1955635111,2,,['http://dl-learner.org/res/match35'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556357111,2,,['http://dl-learner.org/res/match357'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556358111,2,,['http://dl-learner.org/res/match358'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556375111,2,,['http://dl-learner.org/res/match375'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action19556379111,2,,['http://dl-learner.org/res/match379'],['http://dl-learner.org/res/player19556'],['http://dl-learner.org/res/team111'],,,,,,
http://dl-learner.org/res/action1955710839,2,,['http://dl-learner.org/res/match108'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955713939,2,,['http://dl-learner.org/res/match139'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955714039,2,,['http://dl-learner.org/res/match140'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955716939,2,,['http://dl-learner.org/res/match169'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955719839,2,,['http://dl-learner.org/res/match198'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955724839,2,,['http://dl-learner.org/res/match248'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955726939,2,,['http://dl-learner.org/res/match269'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955727039,2,,['http://dl-learner.org/res/match270'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955728939,2,,['http://dl-learner.org/res/match289'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955729039,2,,['http://dl-learner.org/res/match290'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955732339,2,,['http://dl-learner.org/res/match323'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955732439,2,,['http://dl-learner.org/res/match324'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955733839,2,,['http://dl-learner.org/res/match338'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955734939,2,,['http://dl-learner.org/res/match349'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955735039,2,,['http://dl-learner.org/res/match350'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955735939,2,,['http://dl-learner.org/res/match359'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955736039,2,,['http://dl-learner.org/res/match360'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955736739,2,,['http://dl-learner.org/res/match367'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955736839,2,,['http://dl-learner.org/res/match368'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955737739,2,,['http://dl-learner.org/res/match377'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955737839,2,,['http://dl-learner.org/res/match378'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1955738039,2,,['http://dl-learner.org/res/match380'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action195577439,2,,['http://dl-learner.org/res/match74'],['http://dl-learner.org/res/player19557'],['http://dl-learner.org/res/team39'],,,,,,
http://dl-learner.org/res/action1956912345,2,,['http://dl-learner.org/res/match123'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956915345,2,,['http://dl-learner.org/res/match153'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956915445,2,,['http://dl-learner.org/res/match154'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956918145,2,,['http://dl-learner.org/res/match181'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956920745,2,,['http://dl-learner.org/res/match207'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action195692145,2,,['http://dl-learner.org/res/match21'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action195692245,2,,['http://dl-learner.org/res/match22'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956923145,2,,['http://dl-learner.org/res/match231'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956923245,2,,['http://dl-learner.org/res/match232'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956925345,2,,['http://dl-learner.org/res/match253'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956925445,2,,['http://dl-learner.org/res/match254'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956927345,2,,['http://dl-learner.org/res/match273'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956927445,2,,['http://dl-learner.org/res/match274'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956929145,2,,['http://dl-learner.org/res/match291'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956930945,2,,['http://dl-learner.org/res/match309'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956931045,2,,['http://dl-learner.org/res/match310'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956931145,2,,['http://dl-learner.org/res/match311'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956931245,2,,['http://dl-learner.org/res/match312'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956931345,2,,['http://dl-learner.org/res/match313'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956931445,2,,['http://dl-learner.org/res/match314'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956931545,2,,['http://dl-learner.org/res/match315'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956931845,2,,['http://dl-learner.org/res/match318'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956931945,2,,['http://dl-learner.org/res/match319'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956932045,2,,['http://dl-learner.org/res/match320'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action1956932345,2,,['http://dl-learner.org/res/match323'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action195695745,2,,['http://dl-learner.org/res/match57'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action195695845,2,,['http://dl-learner.org/res/match58'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action195699145,2,,['http://dl-learner.org/res/match91'],['http://dl-learner.org/res/player19569'],['http://dl-learner.org/res/team45'],,,,,,
http://dl-learner.org/res/action196021015,2,,['http://dl-learner.org/res/match101'],['http://dl-learner.org/res/player19602'],['http://dl-learner.org/res/team5'],,,,,,
http://dl-learner.org/res/action196021035,2,,['http://dl-learner.org/res/match103'],['http://dl-learner.org/res/player19602'],['http://dl-learner.org/res/team5'],,,,,,
http://dl-learner.org/res/action1960235,2,,['http://dl-learner.org/res/match3'],['http://dl-learner.org/res/player19602'],['http://dl-learner.org/res/team5'],,,,,,
http://dl-learner.org/res/action19602755,2,,['http://dl-learner.org/res/match75'],['http://dl-learner.org/res/player19602'],['http://dl-learner.org/res/team5'],,,,,,
http://dl-learner.org/res/action19602835,2,,['http://dl-learner.org/res/match83'],['http://dl-learner.org/res/player19602'],['http://dl-learner.org/res/team5'],,,,,,
http://dl-learner.org/res/action19602975,2,,['http://dl-learner.org/res/match97'],['http://dl-learner.org/res/player19602'],['http://dl-learner.org/res/team5'],,,,,,
http://dl-learner.org/res/action19602995,2,,['http://dl-learner.org/res/match99'],['http://dl-learner.org/res/player19602'],['http://dl-learner.org/res/team5'],,,,,,
http://dl-learner.org/res/action1964512552,2,,['http://dl-learner.org/res/match125'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action1964520952,2,,['http://dl-learner.org/res/match209'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action1964523352,2,,['http://dl-learner.org/res/match233'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action196452352,2,,['http://dl-learner.org/res/match23'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action1964527552,2,,['http://dl-learner.org/res/match275'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action1964527652,2,,['http://dl-learner.org/res/match276'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action1964529352,2,,['http://dl-learner.org/res/match293'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action1964531052,2,,['http://dl-learner.org/res/match310'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action1964533652,2,,['http://dl-learner.org/res/match336'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action1964533752,2,,['http://dl-learner.org/res/match337'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action196455952,2,,['http://dl-learner.org/res/match59'],['http://dl-learner.org/res/player19645'],['http://dl-learner.org/res/team52'],,,,,,
http://dl-learner.org/res/action1968810080,2,,['http://dl-learner.org/res/match100'],['http://dl-learner.org/res/player19688'],['http://dl-learner.org/res/team80'],,,,,,
